line_id,summary,question,answer,is_hallucination
931,"Москва́ (произношение ) — столица России, город федерального значения, административный центр Центрального федерального округа и центр Московской области, в состав которой не входит. Крупнейший по численности населения город России и её субъект — 12 636 312 человек (2021), самый населённый из городов, полностью расположенных в Европе, входит в десятку городов мира по численности населения, крупнейший русскоязычный город в мире. Центр Московской городской агломерации. Историческая столица Великого княжества Московского, Русского царства, Российской империи (в 1728—1730 годах), Советской России и СССР. Город-герой. В Москве находятся федеральные органы государственной власти Российской Федерации (за исключением Конституционного суда), посольства иностранных государств, штаб-квартиры большинства крупнейших российских коммерческих организаций и общественных объединений. Расположена на западе России, на реке Москве в центре Восточно-Европейской равнины, в междуречье Оки и Волги. Как субъект федерации, Москва граничит с Московской и Калужской областями. Москва — популярный туристический центр России. Кремль, Красная площадь, Новодевичий монастырь и Церковь Вознесения в Коломенском входят в список объектов всемирного наследия ЮНЕСКО. Она является важнейшим транспортным узлом: город обслуживают 6 аэропортов, 9 железнодорожных вокзалов, 3 речных порта (имеется речное сообщение с морями бассейнов Атлантического и Северного Ледовитого океанов). С 1935 года в Москве работает метрополитен. Москва — спортивный центр страны. В 1980 году в Москве прошли XXII летние Олимпийские игры, а в 2018 город стал одним из хозяев чемпионата мира по футболу.",Какой город является столицей России?,Санкт-Петербург,1
932,"Энрике Батис Кэмпбелл (исп. Enrique Bátiz Campbell; род. 4 мая 1942, Мехико) — мексиканский пианист и дирижёр.  Начал заниматься музыкой в восьмилетнем возрасте у Франсиско Ахеа. Учился в Южном методистском университете в Далласе у Дьёрдя Шандора, затем в Джульярдской школе у Адели Маркус. В 1967—1970 гг. совершенствовал своё мастерство в Польше под руководством Збигнева Джевецкого (фортепиано) и Станислава Вислоцкого (дирижирование), одновременно гастролируя по Европе и участвуя в ведущих европейских пианистических конкурсах. Вернувшись в Мексику, в 1971 г. Батис стал первым руководителем новосозданного Симфонического оркестра штата Мехико, который и возглавляет до сих пор — с перерывом в 1983—1989 гг., когда он был главным дирижёром другого коллектива, Филармонического оркестра Мехико. С 1984 г. он также много выступал и записывался с британским Королевским филармоническим оркестром в качестве приглашённого дирижёра. В общей сложности Батисом осуществлено около 150 записей. Высоких оценок и различных наград удостоены записи «Послеполуденного отдыха фавна» Клода Дебюсси (1984), Третьей симфонии Камиля Сен-Санса (1984), сюиты из балеты Игоря Стравинского «Петрушка» (1986), Симфонических танцев и поэмы «Остров мёртвых» Сергея Рахманинова (1992). За первую цифровую запись «Бразильских бахиан» Эйтора Вилла-Лобоса правительство Бразилии в 1986 г. наградило Батиса медалью. С Симфоническим оркестром штата Мехико он осуществил записи всех симфоний Бетховена, Шумана, Брамса и Чайковского, всех оркестровых сочинений Жоржа Бизе и Хоакина Родриго.",В каком году правительство Бразилии вручило Батису медаль за совершенство?,в 1986 году,0
933,"Джой Эли́забет Уильямс (англ. Joy Elizabeth Williams; 14 ноября 1982, Уэст-Бранч, Мичиган, США) — американская певица и автор песен. Лауреат четырёх премий «Грэмми» (две в 2012, 2013, 2014) и номинантка на премию «Золотой глобус» (2013).",Какими премиями была награждена певица?,Грэмми,0
934,"Ильнур Туфикович Альшин (31 августа 1993, Тюмень, Россия) — российский футболист, полузащитник клуба «Балтика».",Какое гражданство имеет футбольный клуб Балтика?,Футбольный клуб «Балтика» имеет гражданство Российской Федерации.,1
935,"Крости́ни (итал. crostini) — маленькие кусочки поджаренного хлеба, популярная итальянская закуска-антипасто. Они могут быть представлены в различных вариантах с любыми продуктами. Подавать их можно как с теплыми, так и с холодными напитками.Рецептов приготовления кростини существует огромное множество, ведь использовать в качестве добавки можно самые разные ингредиенты: овощи, морепродукты, мясо, рыбу, сыр, соусы и даже фрукты. Но главное для кростини — чтобы ломтик поджаренного хлеба оставался хрустящим, несмотря на сочные добавки. Поэтому сборкой следует заниматься непосредственно перед подачей к столу.",Какими могут быть варианты с различными продуктами?,Варианты с различными продуктами могут быть только сладкими.,1
936,"Гуаньцзылин (кит. 關子嶺) — горячие источники в Китайской Республике, находятся на острове Тайвань недалеко от города Байхэ. Здесь имеется выход метана, который образует вечный огонь уже несколько столетий.",Что образуют пары газа?,вечный огонь,0
937,"Малый Тайдон — река в России, протекает в Крапивинском районе Кемеровской области. Длина реки составляет 12 км. Начинается к северу от горы Пёстрой Кузнецкого Алатау на высоте 633 метра над уровнем моря. Течёт в общем западном направлении через пихтово-берёзовый лес. Устье реки находится в 101 км по левому берегу реки Тайдон. Основной приток — река Орловка — впадает справа.",Какова длина Малого Тайдона?,10 км.,1
938,"«Красный гаолян» (кит. 红高粱) — китайский кинофильм, дебютная режиссёрская работа Чжана Имоу. Лента основана на романе Мо Яня «Красный гаолян». Международная премьера фильма состоялась в феврале 1988 года на Берлинском кинофестивале.",В каком году состоялась мировая премьера картины?,1987,1
939,"Федеральная служба охраны Российской Федерации (ФСО России) — федеральный орган исполнительной власти Российской Федерации, спецслужба, осуществляющая функции по выработке государственной политики, нормативно-правовому регулированию, контролю и надзору в сфере государственной охраны, президентской, правительственной и иных видов специальной связи и информации, предоставляемых федеральным органам государственной власти, органам государственной власти субъектов Российской Федерации и другим государственным органам. ФСО России наряду с ФСБ России, СВР России, ГУ ГШ ВС РФ относится к «силам и средствам обеспечения безопасности», то есть спецслужбам; наделена правом ведения оперативно-розыскной деятельности. В ФСО России предусмотрена военная и федеральная гражданская госслужба. Наделена правовым статусом юридического лица. Относится к государственным военизированным организациям, которые имеют право приобретать боевое ручное стрелковое и иное оружие.",Каким статусом наделена фсо России?,ФСО России наделена статусом коммерческой организации.,1
940,"Учебно-методический комплекс (УМК) дисциплины — стандартное название для совокупности учебно-методической документации, средств обучения и контроля, разрабатываемых в высшей школе Российской Федерации для каждой дисциплины. УМК должен включать полную информацию, достаточную для прохождения дисциплины. УМК предназначены для обеспечения открытости образовательного процесса и должны быть доступны любому желающему. УМК по отдельным дисциплинам являются частью ООП (основной образовательной программы) специальности. Федеральным законом от 1 декабря 2007 года N 309-ФЗ была утверждена новая структура ФГОС ВПО т. н. 3-го поколения, согласно которым высшее образование должно вырабатывать у студентов общекультурные и профессиональные компетенции. Предыдущее, второе, поколение ФГОС было разработано в 2005 году. Структура УМКД в высших учебных заведениях составляется по стандарту, написанному и утверждённому в данном заведении.",Какую информацию должен включать УМК?,"Учебно-методический комплекс (УМК) дисциплины должен включать информацию о том, как пройти на кухню и открыть холодильник.",1
941,"Моля́ры — зубы, служащие в основном для первичной механической обработки пищи.",Для какой обработки служат моляры?,первичной механической,0
942,"Ипотечный калькулятор - это специальный инструмент, призванный помочь заемщику рассчитать ипотечный кредит (ипотеку). Обычно результатом расчета является величина ежемесячного платежа и суммарная переплата.",Что такое ипотечный калькуляторы?,Ипотечный калькулятор — это устройство для подсчёта количества ступенек при входе в здание.,1
943,"Трофе́й Футбо́льной ассоциа́ции (англ. The Football Association Challenge Trophy, сокращённо англ. FA Trophy — Трофей ФА) — кубковый турнир в английском футболе, проводящийся Футбольной ассоциацией Англии среди полупрофессиональных клубов. Трофей ФА был создан в 1969 году для клубов, не являющихся членами Футбольной лиги, но при этом не имеющих права принимать участие в Любительском кубке Англии, поскольку платили своим игрокам зарплату. С 2008 года право участвовать в соревновании получили также клубы 5—8 уровней системы футбольных лиг Англии. С момента основания Трофея ФА финалы кубка проводились на старом стадионе «Уэмбли» (до его закрытия в 2000 году). До открытия в 2007 году нового стадиона «Уэмбли» (и начала проведения финалов на нём), решающие матчи кубка проводились на стадионах «Вилла Парк» и «Болейн Граунд». Наиболее титулованными клубами Трофея ФА являются «Уокинг», «Скарборо» и «Телфорд Юнайтед»; каждый из этих клубов трижды становился победителем турнира.",Для каких клубов организован Кубок ФА?,Кубок ФА организован для профессиональных клубов.,1
944,"(112) Ифигения (лат. Iphigenia) — астероид главного пояса, принадлежащий к тёмному спектральному классу C. Он был открыт 19 сентября 1870 года германо-американским астрономом К. Г. Ф. Петерсом в обсерватории Литчфилд и назван в честь Ифигении, персонажа древнегреческих мифов.",Астероид какого спектрального класса принадлежит к Главному поясу астероидов?,Астероид Ифигения принадлежит к спектральному классу M.,1
945,"Сэм Ха́ррис (англ. Sam Harris, полное имя Сэ́мюэл Бенджамин Ха́ррис (англ. Samuel Benjamin Harris; род. 9 апреля 1967, Лос-Анджелес) — американский публицист в областях философии, религии и нейробиологии. Известен, прежде всего, как сторонник и популяризатор атеистического мировоззрения. Харрис является одним из основателей и действующим CEO организации «Проект Разум». В 2004 году он опубликовал свою первую книгу «Конец веры», которая получила награду PEN/Martha Albrand Award 2005, при этом в списке бестселлеров по версии The New York Times продержалась 33 недели. В 2006 году Харрис опубликовал книгу «Письмо к христианской нации» в ответ на критику книги «Конец веры». Следующей работой была «Моральный ландшафт», опубликованная в 2010 году, в ней Харрис утверждает, что наука может помочь прояснить многие моральные вопросы и улучшить благополучие людей. Книга получила серьезную критику, в основном за слишком упрощённый взгляд на науку морали и то, что книга содержит мало новой информации и лишь представляет читателю взгляд на утилитаризм. В 2011 году появилось эссе «Лживость», изобилующее деталями о природе лжи, в 2012 — небольшое произведение «Свобода воли». Последним на данный момент является произведение 2014 года «Пробуждение: Руководство по духовности без религии». Харрис является современным религиозным критиком, сторонником научного скептицизма и «нового атеизма». Кроме того, он выступает за отделение церкви от государства, свободу вероисповедания и свободу религиозной критики. Помимо книг Харрис написал множество статей для следующих изданий: The Huffington Post, Los Angeles Times, The Washington Post, The New York Times, Newsweek, Nature. В своих статьях он рассматривает различные вопросы, затрагивающие религию, мораль, нейробиологию, свободную волю, терроризм и самооборону. Он регулярно выступает с лекциями в США и Великобритании, посетив такие научно-образовательные учреждения как Оксфорд, Кембридж, Гарвард, Калифорнийский технологический институт, Беркли, Стэнфордский университет, университет Тафтса. Ха",Как называется первая книга Харриса?,Конец веры,0
946,"37-я церемония объявления лауреатов премии «Золотая малина» за сомнительные заслуги в области кинематографа за 2016 год состоялась 25 февраля 2017 года (по традиции за день до вручения премии «Оскар») в Лос-Анджелесе (Калифорния, США). Номинанты были объявлены 23 января 2017.","Как называется премия, которую вручают в США?",«Золотой апельсин».,1
947,"Исраэль Шахак (28 апреля 1933 — 2 июля 2001) — израильский публицист и педагог. Известен критикой иудаизма и радикальной оппозицией к государственной политике Израиля в отношении неевреев (национальных меньшинств), в частности на занятых (оккупированных) Израилем в 1967 году территориях. Автор ряда книг на эту тему. Преподавал органическую химию в Еврейском университете Иерусалима. Его критики называют Шахака антисемитом и «евреем-самоненавистником».",Когда он ушёл из жизни?,02 июля 2001 года,0
948,"Иллюстрированная наука (англ. Science Illustrated) — многоязычный научно-популярный журнал, издающийся Bonnier. Он выходит в Дании (Illustreret Videnskab), Норвегии (Illustrert Vitenskap), Швеции (Illustrerad Vetenskap), Финляндии (Tieteen Kuvalehti), Бельгии, Греции, Исландии (Lifandi Vísindi) Нидерландах (Wetenschap in Beeld), Латвии (Ilustrētā Zinātne), Литве (Iliustruotasis mokslas), России (Иллюстрированная Наука), США (Science Illustrated), Австралии, Германии, Словении и Новой Зеландии. Выходит раз в 3 недели. Авторами статей являются учёные (астрономы, физики, врачи, геологи, биологи, антропологи, археологи и другие), а также научные журналисты. Первый раз Иллюстрированная наука вышла в 1984 году, в Австралии появилась в 2009 году, а в России выходит с сентября 2010 года. С декабря 2011 года выпуск журнала приостановлен. Возобновление выпуска планируется в конце 2012 года.",Кто является авторами статей в Иллюстрированной науке?,учёные,0
949,"A família («Семейка») — пятый номерной альбом венгерской поп-группы «Neoton Familia», записанный в 1981 году на лейбле Pepita. Является вершиной творчества группы и наиболее сильным в музыкальном плане. Стал одним из самых продаваемых альбомов в Венгрии 1981 года (2-ое место по продажам после альбома «Hotel Menthol» группы «Hungária»). Начиная с этого альбома лид-вокал в группе постепенно переходит от Ивы Паль к Иве Чепреги. В том же году «Neoton Familia» совершили азиатский тур и только в одной Японии дали 42 концерта.",Каким по счету был альбом Hung Up?,пятым,0
950,"Совиный козодой Уоллеса, или пятнистый совиный лягушкорот (лат. Aegotheles wallacii) — вид птиц из семейства совиных козодоев. Птицы с тёмно-коричневым оперением со светлыми пятнами сверху и серовато-белым оперением снизу. Птицы обитают в лесах на острове Новая Гвинея как на равнинах, так и в холмистой местности и в горах. Совиный козодой Уоллеса был описан Джорджем Робертом Греем в 1859 году. Вид назван в честь британского натуралиста Алфреда Рассела Уоллеса (1823—1913). Птицы находятся в близком родстве с горными совиными козодоями (Aegotheles albertisi). Международный союз орнитологов не выделяет подвидов совиного козодоя Уоллеса, а HBW Alive рассматривает три подвида.",Сколько подвидов включает в себя вид совиньон бозо?,5,1
951,"Большие Мильцы — деревня в Печорском районе Псковской области России. Входит в состав сельского поселения «Новоизборская волость». Расположена в 4 км к юго-западу от волостного центра, деревни Новый Изборск. Южнее находится деревня Малые Мильцы.",Какое расстояние до административного центра сельского поселения?,4 км,0
952,"Ось вре́мени — философский термин, используемый для краткого именования направленности и необратимости времени. Наглядно иллюстрируется как временна́я ось (именуемая также в контексте термодинамики стрелой времени) — концепция, описывающая время как прямую (то есть математически одномерный объект), протянутую из прошлого в будущее. Из любых двух несовпадающих точек оси времени одна всегда является будущим относительно другой. Выделяют три основные стрелы времени: термодинамическую, космологическую и волновую.",Чем фактически является время?,"Время фактически является многомерным объектом, который нельзя представить в виде прямой.",1
953,"Предложе́ние (в языке) — это единица языка, которая представляет собой грамматически организованное соединение слов (или слово), обладающее смысловой и интонационной законченностью. С точки зрения пунктуации, предложение как законченная единица речи оформляется в конце точкой, восклицательным или вопросительным знаками — или многоточием. Также предложение является синонимом «фразы».",Что такое предложение?,"Предложение — это единица языка, которая представляет собой набор слов, не обязательно связанных между собой по смыслу.",1
954,"Мурчисо́нский метеори́т (Мерчисонский; англ. Murchison meteorite) — углистый хондрит общим весом 108 килограмм. Упал 28 сентября 1969 года вблизи деревни Мурчисон (англ. Murchison), штат Виктория, Австралия. При падении один из фрагментов пробил крышу сельского здания.",Какой вес составил монолитный метеорит?,108 килограмм.,1
955,"Украшенный лори Вильгельмины (лат. Charmosyna wilhelminae) — птица семейства попугаевых. Обитает в субтропических и тропических влажных горных лесах на нагорьях Новой Гвинеи, на высотах от 1000 до 2200 м. Считается, что размер популяции этих попугаев менее 50 000 особей, но стабилен. МСОП присвоил виду статус LC.",Какой статус присвоил вид попугаю Emacs?,МСОП присвоил виду статус Emacs.,1
956,"Теремшеня (Теремша; устар. Теремшон) — река в России, протекает в Ельнинском районе Смоленской области. Устье реки находится в 366 км по левому берегу реки Угра. Длина реки составляет 12 км. На реке стоят поселки Семенково Коробецкого сельского поселения, Взглядье Пронинского сельского поселения.",Какое название у реки?,Теремшеня,0
957,Mimesa  (лат.) — род песочных ос (Crabronidae) из подсемейства Pemphredoninae. Около 60 видов.,Сколько видов насчитывают мелкие осы-пемфредонины?,около 60 видов,0
958,"Иосиф Бартак (правильнее Йозеф; 9 августа 1842, Калиште, Австрийская империя (ныне Бенешов, Чехия) — 20 апреля 1878, Мерано, Италия) — австрийский чешский писатель-богослов, преподаватель, журналист и священник. Изучал богословие в Праге, где в 1867 году был рукоположён в католические священники. Служил первым капелланом в Вилвари, откуда был направлен в Вену, в католический институт Августинеум, для продолжения образования. В 1869 году стал ординарным профессором на богословском факультете в Праге, но вскоре по причине грудной болезни был вынужден оставить преподавание и перешёл в Прчице, где стал духовником в отделении сестёр милосердия. Позже был замковым капелланом и библиотекарем графа Туна в Холтице.  Считался талантливым и трудолюбивым писателем по части богословия, написал значительное количество статей для чешскоязычных католических периодических изданий, таких как «Časopis katolickégo duchovenstva», «Blahovést», «Čech», «Posvátné kazatelny», а также для издания «Kottov Slovnik». Был также особенно известен проводимыми им исследованиями о русской церкви. В ряде своих работ высказывал мнение, что современные ему успехи естественных наук ясно и точно интерпретируют истинность христианского учения. Главные сочинения: «Cirkev ruská a neposkvrněné Početí. V ciirkvi ruské tré papežů», «Uživani jazyka mateřského liturgii» (в 1870 году опубликовано в «Časopis katolickégo duchovenstva», издание на немецком языке — Градец-Кралове, 1875), «Vocabula breviarii Romani» (Прага, 1876), «Stručná katolická dogmatika» (Берно, 1878); последняя работа предназначалась для высших учебных заведений по богословию и является самым известным его трудом.",Где он изучал богословие?,В Праге,0
959,"Punk Goes… — серия музыкальных сборников, выпускаемых на лейбле Fearless Records с 2000 года и состоящих из кавер-версий композиций исполнителей других жанров или временных периодов. В 2011 году с выходом Punk Goes Pop 4 количество альбомов увеличилось до 12.Песни в сборниках исполняются различными альтернативными, панк-рок и поп-панк группами (AFI, New Found Glory, The Ataris, Yellowcard, Sugarcult, Rise Against, Relient K, Anberlin, +44, All Time Low, Anti-Flag, Mayday Parade, Diesel Boy). В альбомы были включены каверы композиций Guns N' Roses, Ozzy Osbourne, Depeche Mode, The Rolling Stones, Queen, Metallica, Red Hot Chili Peppers, Backstreet Boys, Madonna, Britney Spears и многих других популярных музыкантов и групп разнообразных жанров и направлений. Например, в сборнике Punk Goes Metal исполняются каверы хеви-металлических групп, в Punk Goes Pop — поп-музыкантов, в Punk Goes Crunk — исполнителей хип-хопа, в Punk Goes Classic Rock — групп классического рока, а в Punk Goes 80’s и Punk Goes 90’s — популярных песен 80-х и 90-х соответственно. Исключением являются сборники Punk Goes Acoustic и Punk Goes Acoustic 2, где группы исполняют акустические версии своих же композиций.",До какого количества альбомов увеличивалось количество песен в серии с 2001 года?,до 12,0
960,"AQM-37 Джейхок (англ. AQM-37 Jayhawk) — сверхзвуковая БЛА-мишень воздушного запуска выпускаемая компанией Beechcraft (с 1994 года — Raytheon Aircraft Co.), способна имитировать полет сверхзвуковых крылатых и боеголовки баллистических ракет для обучения и тренировок расчётов ПВО/ПРО на флоте. Великобритания закупила несколько сотен мишеней AQM-37 Jayhawk. Небольшие партии AQM-37s поставлялись в Италию, Израиль и Францию.",Какие страны занимались обучением расчетов?,"Великобритания, Италия, Израиль, Франция, США.",1
961,"Бад-Райхенхалль (нем. Bad Reichenhall) — город и городская община в Германии, в Республике Бавария. Подчинён административному округу Верхняя Бавария. Входит в состав района Берхтесгаденер-Ланд. Население составляет 17470 человек (на 31 декабря 2010 года). Занимает площадь 39,44 км². Региональный шифр — 09 1 72 114. Местные регистрационные номера транспортных средств (коды автомобильных номеров) (нем. Kraftfahrzeugkennzeichen) — BGL. Город подразделяется на 9 городских районов.",Какие цифры регионального шифра означают количество городских районов?,9,0
962,"Анна Ивановна Ткаченко (в замужестве - Дайнеко) (28 февраля 1930 — 20 декабря 2000) — передовик советского сельского хозяйства, бригадир свиноводческой фермы совхоза «III Выришальный» Новгородковского района Кировоградской области, Герой Социалистического Труда (1971).",В каком году был награждён Орденом Трудового Красного Знамени свиносовхоз?,в 1971 году,0
963,"Это статья о населённом пункте. О железнодорожной станции см. Черемисиново (станция).Череми́синово — посёлок городского типа, административный центр Черемисиновского района Курской области России. Расположен недалеко от реки Тим (бассейн Дона), в 88 км по автомобильной дороге и 86 км по железной дороге к северо-востоку от Курска. Образует одноимённое муниципальное образование посёлок Черемисиново со статусом городского поселения как единственный населённый пункт в его составе. Глава поселковой администрации — Хмелевской Владимир Михайлович",О чем статья?,Статья о железнодорожной станции Черемисиново.,1
964,"Всемирный день защиты животных, или просто День животных (англ. World Animal Day) — международный день, призванный обратить внимание человечества на проблемы остальных обитателей планеты Земля. Эта дата отмечается ежегодно 4 октября. Фактически, является завуалированием Дня Святого Франциска.",Когда отмечается День защиты животных?,Ежегодно 4 октября,0
965,"Станислав Филиппович Сундерлянд (8 октября 1847, Варшава —  8 июля 1912, Седлец) — адвокат, польский политический деятель, депутат Государственной думы II созыва от Седлецкой губернии.",В каком городе он имел род деятельности?,В Москве.,1
966,NGC 5535 (другое обозначение — PGC 97424) — галактика в созвездии Волопас. Этот объект входит в число перечисленных в оригинальной редакции «Нового общего каталога».,В какой редакции был опубликован новый общий каталог?,"В оригинальной редакции «Нового общего каталога» были перечислены все объекты, включая NGC 5535 (другое обозначение — PGC 97424).

**Неправильного ответа на вопрос о том, в какой редакции был опубликован новый общий каталог, не существует.**

Однако, если бы я отвечала на этот вопрос неправильно, то могла бы сказать, что новый общий каталог был опубликован в электронной редакции.",1
967,"Афали́ны (лат. Tursiops) — род дельфинов, состоящий из трёх видов: афалины (T. truncatus), индийской афалины (T. aduncus) и австралийской афалины (T. australis). Афалины являются самыми известными и распространёнными дельфинами. Длина тела составляет от 2 до 4 метров, вес от 150 до 650 килограммов. Средняя продолжительность жизни около 20 лет, однако могут жить и больше 40 лет. Могут скрещиваться с малыми косатками, давая гибриды — косаткодельфинов.",Какова средняя продолжительность жизни афалин?,Около 20 лет,0
968,"Аэ́да (Аойда, Аойде, Аеда, Аоэдта, Эда) (др.-греч. Ἀοιδή, стяж. форма др.-греч. ᾠδή песня; пение) — муза вокальной музыки, одна из «старших муз».",Как переводится с греческого языка слово эда?,песня,0
969,"Nanako Kaitai Shinsho (яп. 菜々子解体診書 Нанако Кайтай Синсё, досл. «Изумительная медсестра Нанако») — OVA-сериал, созданный в 1999—2000 годах компанией Radix под руководством режиссёра Хироси Нэгиси. В России серия лицензирована компанией MC Entertainment под названием «Нанако».",Как переводится название Нанако?,Изумительная медсеса,0
970,"Южный вокзал Пекина (кит. упр. 北京南站, пиньинь Běijīng Nán Zhàn, палл. Бэйцзин Нань чжань) — крупный вокзал в южной части столицы Китая, обслуживающий железнодорожную станцию Пекин-Южный.",Как называется самый крупный железнодорожный вокзал в Пекине?,Северный вокзал Пекина.,1
971,"Мо́щи (др.-греч. λείψανα, лат. reliquiae) — останки людей, причисленных после смерти к лику святых. Мощи святых являются объектом почитания в Исторических церквях. Учение об их обязательном почитании было подтверждено в 787 году на Втором Никейском (Седьмом Вселенском) соборе. Согласно этому учению, мощи являются носителями благодати, должны сохраняться и почитаться с нравственно-назидательными и литургическими целями.",Что такое мощи?,останки людей,0
